agent_id,round,is_speaking,belief,public_belief,created_at,source_id,target_id,influence_value
7914d332-84c5-4cb2-a652-514fe8456271,0,False,0.9796958,0,2024-01-01T00:00:00,7914d332-84c5-4cb2-a652-514fe8456271,76ff5968-3c87-4830-b606-c022b258e7bf,0.8636189
39bc9ee9-1904-4473-b8da-792b4ed27b3d,0,False,0.0170832,0.2323366,2024-01-01T00:00:00,39bc9ee9-1904-4473-b8da-792b4ed27b3d,e2a7451d-5b46-43bd-ab81-25af1b2b89ff,0.4003062
e9efc35c-1d13-4ea3-86b8-54f4b5c5bc2d,0,False,0.0172355,0.2356217,2024-01-01T00:00:00,e9efc35c-1d13-4ea3-86b8-54f4b5c5bc2d,5c7f3950-34c5-4647-b5c9-2b6a24f53844,0.4603427
4d7cb937-eef8-4ec6-87b3-f11b165c7a2d,0,True,1,0,2024-01-01T00:00:00,4d7cb937-eef8-4ec6-87b3-f11b165c7a2d,76ff5968-3c87-4830-b606-c022b258e7bf,0.9179732
ddf7ebaa-6052-4941-961f-1319874709da,0,False,0.9929257,0.004618,2024-01-01T00:00:00,ddf7ebaa-6052-4941-961f-1319874709da,7914d332-84c5-4cb2-a652-514fe8456271,0.6451081
0625288d-8271-49a3-8e44-f503a4a4535b,0,False,1,0.9917425,2024-01-01T00:00:00,0625288d-8271-49a3-8e44-f503a4a4535b,2d6eaddd-11a4-4821-acb6-bd0b5ce09270,0.7335657
60e1cfa4-671c-4e95-84a3-129114fa622f,0,False,1,1,2024-01-01T00:00:00,60e1cfa4-671c-4e95-84a3-129114fa622f,5618ee6d-656c-4592-b8ff-65a032ee2fc0,0.8989384
d6be5912-5940-4563-887a-eefeabaa92b4,0,True,1,0.029699,2024-01-01T00:00:00,d6be5912-5940-4563-887a-eefeabaa92b4,5961fe67-2cfc-4a8e-8359-8b3b4e2cb086,0.1443489
4795f4ef-ea2a-4a99-b34a-125f797bc054,0,False,0.0168052,0.2155514,2024-01-01T00:00:00,4795f4ef-ea2a-4a99-b34a-125f797bc054,5961fe67-2cfc-4a8e-8359-8b3b4e2cb086,0.0953465
c629ee30-aa9e-4b13-9748-a869e9498922,0,False,0.7476308,0.706499,2024-01-01T00:00:00,c629ee30-aa9e-4b13-9748-a869e9498922,4d7cb937-eef8-4ec6-87b3-f11b165c7a2d,0.974435
