agent_id,round,is_speaking,belief,public_belief,created_at,source_id,target_id,influence_value
8a9766ca-9ed8-4add-b25a-f9d9db4efb4d,0,True,0,0,2024-01-01T00:00:00,8a9766ca-9ed8-4add-b25a-f9d9db4efb4d,8a9766ca-9ed8-4add-b25a-f9d9db4efb4d,0.0
8fe2019c-9499-4e10-ab4f-a296f759b207,0,True,0.25,0.25,2024-01-01T00:00:00,8fe2019c-9499-4e10-ab4f-a296f759b207,8fe2019c-9499-4e10-ab4f-a296f759b207,0.0
0d1b947e-c115-44c0-ad06-e6809209bb03,0,True,0.5,0.5,2024-01-01T00:00:00,0d1b947e-c115-44c0-ad06-e6809209bb03,0d1b947e-c115-44c0-ad06-e6809209bb03,0.0
e652aa9c-6864-457d-af81-e3ee3075b1ae,0,True,0.75,0.75,2024-01-01T00:00:00,e652aa9c-6864-457d-af81-e3ee3075b1ae,e652aa9c-6864-457d-af81-e3ee3075b1ae,0.0
c22c6078-7255-44b0-858b-6a6bcfea5c96,0,True,1,1,2024-01-01T00:00:00,c22c6078-7255-44b0-858b-6a6bcfea5c96,c22c6078-7255-44b0-858b-6a6bcfea5c96,0.0
e915d161-c06e-468c-9062-dedbca8545cd,0,True,0.7880137,0.2945515,2024-01-01T00:00:00,e915d161-c06e-468c-9062-dedbca8545cd,e652aa9c-6864-457d-af81-e3ee3075b1ae,1.0
b270bd01-3efb-4b66-b560-711a0b049ec4,0,True,1,0.2772744,2024-01-01T00:00:00,b270bd01-3efb-4b66-b560-711a0b049ec4,c22c6078-7255-44b0-858b-6a6bcfea5c96,1.0
746b48c2-e111-4d79-a5ab-2e7249d64071,0,True,1,0.9923998,2024-01-01T00:00:00,746b48c2-e111-4d79-a5ab-2e7249d64071,c22c6078-7255-44b0-858b-6a6bcfea5c96,1.0
b096aae8-cf62-4d46-ad26-59ee7583a599,0,True,0.9808865,0.9619581,2024-01-01T00:00:00,b096aae8-cf62-4d46-ad26-59ee7583a599,c22c6078-7255-44b0-858b-6a6bcfea5c96,1.0
fb2b4b04-ad8e-4128-a2d1-477aed6c52cb,0,True,0.0074295,0.9527758,2024-01-01T00:00:00,fb2b4b04-ad8e-4128-a2d1-477aed6c52cb,8a9766ca-9ed8-4add-b25a-f9d9db4efb4d,1.0
