agent_id,round,is_speaking,belief,public_belief,created_at,source_id,target_id,influence_value
5008f3a9-9dec-4d69-a740-5f2dab780281,0,False,0.2756582,0.0233613,2024-01-01T00:00:00,5008f3a9-9dec-4d69-a740-5f2dab780281,43635b97-eb2b-4ff1-a1f1-5f69d2d71572,0.9743827
5e4afeb7-2e7e-4141-b370-ac186e3cfec3,0,False,0.8494366,0.2384878,2024-01-01T00:00:00,5e4afeb7-2e7e-4141-b370-ac186e3cfec3,5f29d377-ba0c-4c91-8a79-afc27608f2b8,0.932073
65a58ffe-43fb-49ae-836c-eb186f13d99b,0,False,0.0121239,0.280651,2024-01-01T00:00:00,65a58ffe-43fb-49ae-836c-eb186f13d99b,829fcaea-31a4-4e64-a282-bd70c901e72f,0.2763693
efe87a2d-0005-4409-90ba-b23df852ef31,0,False,0.0391964,0.1655077,2024-01-01T00:00:00,efe87a2d-0005-4409-90ba-b23df852ef31,22ff62e0-d418-40ac-8a2e-d828bc7b8a9b,0.0808663
5fbe653f-9347-4067-ae19-6999a77a6533,0,True,0.193088,0.5994642,2024-01-01T00:00:00,5fbe653f-9347-4067-ae19-6999a77a6533,581e21b9-99a5-4553-aec4-869b18ae4331,0.8862166
162267a0-eb94-468a-b585-9c4f12850edc,0,True,0.2915379,0.5470334,2024-01-01T00:00:00,162267a0-eb94-468a-b585-9c4f12850edc,ffc694ff-1c35-4a35-a231-bd4d9d3d2b73,0.9227234
32b60039-37de-46c1-9d38-3d80cca5edbb,0,True,0.9058218,0.6240009,2024-01-01T00:00:00,32b60039-37de-46c1-9d38-3d80cca5edbb,fe67f6a0-c222-4cb7-904f-f27ba0957c3d,0.662854
dbac2c3a-0269-4fc0-b492-57c5e8ee20b4,0,True,0.1357397,0.4023164,2024-01-01T00:00:00,dbac2c3a-0269-4fc0-b492-57c5e8ee20b4,3ee21137-0fc6-4db6-ae3a-1bb859461a09,0.7446018
4be4a9ca-4090-4765-bb67-557de0f05b92,0,True,0.80645,0.1878292,2024-01-01T00:00:00,4be4a9ca-4090-4765-bb67-557de0f05b92,06d7f4a7-f0b9-4d52-b416-7a0521137a85,0.1855985
3a5e5178-f611-4204-a450-43631850de29,0,False,0.2437214,0.01085,2024-01-01T00:00:00,3a5e5178-f611-4204-a450-43631850de29,73d04758-3230-493e-b5af-2d93ab01d478,0.4807533
c0f4fe32-89f0-4cef-a378-171c7b452b1f,0,True,0.3360418,0.6443043,2024-01-01T00:00:00,c0f4fe32-89f0-4cef-a378-171c7b452b1f,0674d478-6bf8-4575-8933-e9dff11c0bd8,0.7334814
63fdc2b2-ce13-44b1-9756-c113259ff91f,0,True,0.1077819,0.1978464,2024-01-01T00:00:00,63fdc2b2-ce13-44b1-9756-c113259ff91f,53bdffc2-678f-4eb0-885d-6445c26eba27,0.5894279
3e673b36-e950-4f76-8b93-ad7e6473dcc8,0,True,0.0761975,0.6995775,2024-01-01T00:00:00,3e673b36-e950-4f76-8b93-ad7e6473dcc8,0ae08b1a-e868-4bbc-86af-d4312215bb87,0.8586415
7b262145-739c-4349-b7e6-23cd52552a88,0,True,0.2614999,0.7597893,2024-01-01T00:00:00,7b262145-739c-4349-b7e6-23cd52552a88,f1f120f1-502c-4939-8fbc-1b0d64619b7c,0.3690247
bea72384-018f-49ee-99df-ad67ad2d7089,0,True,0.8648121,0.2293689,2024-01-01T00:00:00,bea72384-018f-49ee-99df-ad67ad2d7089,4d718020-61bc-47f0-81d5-53cf7d916a49,0.5597641
a2fe691d-ec17-4241-97bb-5687afbbe9ad,0,False,0.091232,0.0347858,2024-01-01T00:00:00,a2fe691d-ec17-4241-97bb-5687afbbe9ad,266f9213-3b8c-4290-94c7-88f1a39a9d95,0.5983915
da6974e5-6912-405e-8b4d-fac44a3cdb98,0,False,0.3069431,0.9406025,2024-01-01T00:00:00,da6974e5-6912-405e-8b4d-fac44a3cdb98,1654abbf-dff7-4c7d-b066-aefc7a8f9de1,0.5958632
